Empresas com Registro no SND (*)- Gerado em 20/10/2019 01:42:46

Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
SVXI41    	SANTA VITORIA DO PALMAR XI ENERGIAS RENOVAVEIS S.A.	 004	 001	 -	Excluído	BRSVXIDBS000	DISPENSA ICVM 476/09	19/01/2016			06/01/2016	06/07/2018	02/07/2018 - RESGATE TOTAL ANTECIPADO	06/07/2018	20/01/2016	10/07/2017	 -	AGE	06/01/2016			Escritural	Real	Simples	13600			000000000000	000000000000	000000013600			000000000000		000000000000	R$	1000	R$	1000	29/06/2018	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	3	252	0006	MES	06/07/2016	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BRADESCO P/ INC HSBCBM	20593647000181	N		S
SYST22    	SISTEMA LEASING S/A ARREND. MERCANTIL	 002	 002	 -	Excluído	BRSYSTDBS019	SEP/GER/DEB - 96/027	21/03/1996			02/01/1992	01/05/1998	31/05/1999 - VENCIMENTO	31/05/1999	01/12/1996		 -	AGE	13/12/1995			Nominativa	Subordinada	Simples	50000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	250000	R$	0		SEM-ÍNDICE		Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							30		Ano		RESULTADO DA EMISSORA							BANCO SISTEMA S/A	OLIVEIRA TRUST DTVM S/A		BANCO SISTEMA S/A	59281253000123	N	n	
TAEE13    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 001	 003	 -	Excluído	BRTAEEDBS050	CVM/SRE/DEB/2012/032	23/10/2012			15/10/2012	15/10/2017	17/10/2017 - VENCIMENTO	15/10/2017	15/10/2012		 -	AGE	17/09/2012			Escritural	Quirografária	Simples	665000	0	0	000000000000	000000000000	000000665000	000000000000		000000000000		000000000000	R$	1000	R$	1000	13/10/2017	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	0,78	252	0012	MES	15/10/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	ITAU CV S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	07859971000130	N	n	S
TAEE16    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 001	 006	 -	Registrado	BRTAEEDBS0F7	DISPENSA ICVM 476/09	23/05/2019			15/05/2019	15/05/2026		15/05/2026	24/05/2019	24/05/2019	 -	RCA	30/01/2019	RCA	17/04/2019	Escritural	Quirografária	Simples	850000			000000850000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		108	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	15/11/2019	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BANCO SANTANDER (BRASIL) S/A	07859971000130	N		S
TAEE23    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 002	 003	 -	Registrado	BRTAEEDBS068	CVM/SRE/DEB/2012/033	23/10/2012			15/10/2012	15/10/2020		15/10/2020	15/10/2012		 -	AGE	17/09/2012			Escritural	Quirografária	Simples	793000	0	0	000000793000	000000000000	000000000000	000000000000		000000000000		000000000000	R$	1000	R$	493,507207	18/10/2019	IPCA	Correção Monetária	Padrão - SND	15	-		 -	0	 - 	 -		33.33	0012	MES	15/10/2018	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4,85	252	0012	MES	15/10/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	GDC PART.SERV.FIDUCIARIOS DTVM LTDA	ITAU CV S/A		07859971000130	N	n	S
TAEE26    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 002	 006	 -	Registrado	BRTAEEDBS0G5	DISPENSA ICVM 476/09	23/05/2019			15/05/2019	15/05/2044		15/05/2044	24/05/2019	24/05/2019	 -	RCA	30/01/2019	RCA	17/04/2019	Escritural	Real	Simples	210000			000000210000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1003,6877	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		 - 	0006	MES	15/05/2023	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	5,5	252	0006	MES	15/11/2019	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BANCO SANTANDER (BRASIL) S/A	07859971000130	S		N
TAEE33    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 003	 003	 -	Registrado	BRTAEEDBS076	CVM/SRE/DEB/2012/034	23/10/2012			15/10/2012	15/10/2024		15/10/2024	15/10/2012		 -	AGE	17/09/2012			Escritural	Quirografária	Simples	702000	0	0	000000702000	000000000000	000000000000	000000000000		000000000000		000000000000	R$	1000	R$	1480,11016	18/10/2019	IPCA	Correção Monetária	Padrão - SND	15	-		 -	0	 - 	 -		25	0012	MES	15/10/2021	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	5,1	252	0012	MES	15/10/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	GDC PART.SERV.FIDUCIARIOS DTVM LTDA	ITAU CV S/A		07859971000130	N	n	S
TAES11    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 001	 001	 -	Excluído	BRTAEEDBS001	CVM/SRE/DEB-2010/022	20/07/2010			15/07/2010	15/07/2015	16/07/2015 - VENCIMENTO	15/07/2015	15/07/2010		 -	AGE	01/06/2010			Escritural	Quirografária	Simples	34500	0	0	000000000000	000000000000	000000034500	000000000000		000000000000		000000000000	R$	10000	R$	3333,34	15/07/2015	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		33.3333	0012	MES	15/07/2013	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,3	252	0012	MES	15/07/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO CITIBANK S/A	BB BCO DE INVESTIMENTO S/A	07859971000130	N	n	S
TAES12    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 001	 002	 -	Excluído	BRTAEEDBS027	DISPENSA ICVM 476/09	16/12/2010			15/12/2010	15/12/2015	16/12/2015 - VENCIMENTO	15/12/2015	15/12/2010		 -	RCA	08/11/2010	AGE	30/11/2010	Escritural	Quirografária	Simples	4250	0	0	000000000000	000000000000	000000004250	000000000000		000000000000		000000000000	R$	100000	R$	50000	15/12/2015	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		50	0012	MES	15/12/2014	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,4	252	0006	MES	15/06/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO CITIBANK S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	07859971000130	N	n	S
TAES14    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 001	 004	 -	Registrado	BRTAEEDBS0C4	CVM/SRE/DEB/2017/007	04/10/2017			15/09/2017	15/09/2024		15/09/2024	09/10/2017	09/10/2017	 -	AGE	20/03/2017			Escritural	Quirografária	Simples	255000			000000254818	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1075,79106	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		50	0012	MES	15/09/2023	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4,41	252	0012	MES	15/09/2018	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	07859971000130	S		N
TAES15    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 UNI	 005	 -	Registrado	BRTAEEDBS0E0	CVM/SRE/DEB/2018/004	11/07/2018			15/07/2018	15/07/2025		15/07/2025	17/07/2018	17/07/2018	 -	RCA	09/05/2018	RCA	28/05/2018	Escritural	Quirografária	Simples	525772			000000501398	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1036,14341	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		50	0012	MES	15/07/2024	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	5,9526	252	0012	MES	15/07/2019	Útil	Exponencial		-				 - 	 -	0		 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	07859971000130	S		N
TAES21    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 002	 001	 -	Excluído	BRTAEEDBS019	CVM/SRE/DEB-2010/023	20/07/2010			15/07/2010	15/07/2015	16/07/2015 - VENCIMENTO	15/07/2015	15/07/2010		 -	AGE	01/06/2010			Escritural	Quirografária	Simples	25500	0	0	000000000000	000000000000	000000025500	000000000000		000000000000		000000000000	R$	10000	R$	4618,833927	15/07/2015	IPCA	Correção Monetária	Padrão - SND	15	-		 -	0	 - 	 -		33.3333	0012	MES	15/07/2013	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	7,91	252	0012	MES	15/07/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO CITIBANK S/A	BB BCO DE INVESTIMENTO S/A	07859971000130	N	n	S
TAES22    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 002	 002	 -	Excluído	BRTAEEDBS035	DISPENSA ICVM 476/09	16/12/2010			15/12/2010	15/12/2017	18/12/2017 - VENCIMENTO	15/12/2017	15/12/2010		 -	RCA	08/11/2010	AGE	30/11/2010	Escritural	Quirografária	Simples	2450	0	0	000000000000	000000000000	000000002450	000000000000		000000000000		000000000000	R$	100000	R$	50000	15/12/2017	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		50	0012	MES	15/12/2016	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,6	252	0006	MES	15/06/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO CITIBANK S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	07859971000130	N	n	S
TAES24    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 002	 004	 -	Registrado	BRTAEEDBS0D2	CVM/SRE/DEB/2017/008	04/10/2017			15/09/2017	15/09/2020		15/09/2020	09/10/2017	09/10/2017	 -	AGE	20/03/2017			Escritural	Quirografária	Simples	287669			000000287669	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		105	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	15/03/2018	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	07859971000130	N		N
TAES42    	TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A	 004	 002	 -	Excluído	BRTAEEDBS043	DISPENSA ICVM 476/09	16/12/2010			15/12/2010	15/12/2017	18/12/2017 - VENCIMENTO	15/12/2017	15/12/2010		 -	RCA	08/11/2010	AGE	30/11/2010	Escritural	Quirografária	Simples	1450	0	0	000000000000	000000000000	000000001450	000000000000		000000000000		000000000000	R$	100000	R$	50000	15/12/2017	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		50	0012	MES	15/12/2016	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,6	252	0006	MES	15/06/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO CITIBANK S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO CITIBANK S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	07859971000130	N	n	S
TAIC11    	TECHNOS DA AMAZONIA INDUSTRIA E COMERCIO S.A.	 UNI	 001	 -	Excluído	BRTCNSDBS008	DISPENSA ICVM 476/09	02/05/2013			10/04/2013	10/04/2018	16/09/2015 - RESGATE TOTAL ANTECIPADO	10/04/2018	10/04/2013	03/05/2013	 -	AGE	09/04/2013	RCA	09/04/2013	Escritural	Quirografária	Simples	200			000000000000	000000000000	000000000200			000000000000		000000000000	R$	1000000	R$	666666,86	15/09/2015	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		 - 	0006	MES	10/04/2014	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	1,55	252	0006	MES	10/10/2013	Útil	Exponencial						 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	04628426000145	N	n	S
TAMA11    	TAM LINHAS AEREAS S/A	 UNI	 001	 -	Excluído	BRTAMLDBS009	DISPENSA ICVM 476/09	30/07/2009			24/07/2009	24/07/2017	22/11/2013 - RESGATE TOTAL ANTECIPADO	24/07/2017	24/07/2009		 -	AGE	16/07/2009			Escritural	Real	Simples	600			000000000000	000000000000	000000000600	000000000000		000000000000		000000000000	R$	1000000	R$	666668	21/11/2013	DI	Integrante de Juros	Padrão - SND		DU		124	0	 - 	 -		8.3333	0006	MES	24/01/2012	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	24/01/2011	 - 	Linear	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	02012862000160	N	n	S
TAMM11    	TAM S/A	 UNI	 001	Não	Excluído	BRTAMMDBS007	CVM/SRE/DEB-2006/033	12/09/2006	CVM/SRE/PRO-2006/006	12/09/2006	01/08/2006	01/08/2012	08/05/2012 - RESGATE TOTAL ANTECIPADO	06/04/2012	01/08/2006	13/09/2006	 -	RCA	07/07/2006	RCA	06/09/2006	Escritural	Quirografária	Simples	50000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	05/04/2012	DI	Integrante de Juros	Padrão - SND	00	DU		104.5	0	 - 	 -		33.3333	0012	MES	01/08/2010	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0	000	0006	MES	01/02/2007	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	01832635000118	N	n	
TBEG11    	TIBAGI ENERGIA SPE S/A	 UNI	 001	 -	Registrado	BRTBEGDBS004	DISPENSA ICVM 476/09	29/08/2019			15/07/2019	15/07/2035		15/07/2035	30/08/2019	30/08/2019	 -	AGE	09/08/2019	RCA	09/08/2019	Escritural	Real	Simples	210000			000000210000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000,22857	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		 - 	0006	MES	15/07/2020	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	5,3231	252	0006	MES	15/01/2020	Útil	Exponencial		-				 - 	 -	0		 -										OLIVEIRA TRUST DTVM S/A	OLIVEIRA TRUST DTVM  S/A	BANCO SANTANDER (BRASIL) S/A	23080281000135	S		N
TBLE11    	ENGIE BRASIL ENERGIA SA	 001	 001	Não	Excluído	BRTBLEDBS004	CVM/SRE/DEB-2005/024	11/05/2005			02/05/2005	02/05/2011	04/05/2011 - VENCIMENTO	04/05/2011	02/05/2005	16/05/2005	 -	AGE	07/04/2005	RCA	29/04/2005	Escritural	Quirografária	Simples	14000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	02/05/2011	IGP-M	Correção Monetária	Padrão - SND	02	DC		0	0	 - 	 -		0	0000	   	 - 	 -	 - 	9,29	252	0012	MES	02/05/2006	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PLANNER CV S/A	ITAU UNIBANCO S/A	BCO SANT. (BR) S/A INC B.ABN AMRO REAL	02474103000119	N	n	
TBLE15    	ENGIE BRASIL ENERGIA SA	 UNI	 005	 -	Registrado	BRTBLEDBS061	DISPENSA ICVM 476/09	22/12/2014			15/12/2014	15/12/2024		15/12/2024	15/12/2014	23/12/2014	 -	RCA	13/11/2014			Escritural	Quirografária	Simples	165000			000000165000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1297,66508	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		33.33	0012	MES	15/12/2022	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	6,3	252	0012	MES	15/12/2015	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	02474103000119	S	n	N
TBLE16    	ENGIE BRASIL ENERGIA SA	 001	 006	 -	Registrado	BREGIEDBS019	DISPENSA ICVM 476/09	26/07/2016			15/07/2016	15/07/2023		15/07/2023	27/07/2016	27/07/2016	 -	RCA	28/06/2016			Escritural	Quirografária	Simples	246600			000000246600	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1112,04224	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		33.3333	0012	MES	15/07/2021	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	6,2621	252	0012	MES	15/07/2017	Útil	Exponencial		-				 - 	 -	0		 -									BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO CITIBANK S/A	BANCO J. SAFRA S/A	02474103000119	S		S
TBLE21    	ENGIE BRASIL ENERGIA SA	 002	 001	Não	Excluído	BRTBLEDBS012	CVM/SRE/DEB-2005/025	11/05/2005			02/05/2005	02/05/2010	05/05/2010 - VENCIMENTO	05/05/2010	02/05/2005	16/05/2005	 -	AGE	07/04/2005	RCA	29/04/2005	Escritural	Quirografária	Simples	6000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	04/05/2010	DI	Integrante de Juros	Padrão - SND	00	DU		103.9	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0006	MES	02/11/2005	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PLANNER CV S/A	ITAU UNIBANCO S/A	BCO SANT. (BR) S/A INC B.ABN AMRO REAL	02474103000119	N	n	
TBLE26    	ENGIE BRASIL ENERGIA SA	 002	 006	 -	Registrado	BREGIEDBS027	DISPENSA ICVM 476/09	26/07/2016			15/07/2016	15/07/2026		15/07/2026	27/07/2016	27/07/2016	 -	RCA	28/06/2016			Escritural	Quirografária	Simples	353400			000000353400	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1112,04224	18/10/2019	IPCA		Padrão - SND	15	-		 -	0	 - 	 -		33.3333	0012	MES	15/07/2024	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	6,2515	252	0012	MES	15/07/2017	Útil	Exponencial		-				 - 	 -	0		 -									BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO CITIBANK S/A	BANCO J. SAFRA S/A	02474103000119	S		S
TBNG11    	TESTA BRANCA III ENERGIA S.A.	 UNI	 001	 -	Excluído	BRTBNGDBS005	DISPENSA ICVM 476/09	28/07/2015			27/07/2015	27/07/2016	30/06/2016 - RESGATE TOTAL ANTECIPADO	27/07/2016	27/07/2015	29/07/2015	 -	AGE	21/07/2015			Escritural	Quirografária	Simples	229			000000000000	000000000000	000000000226			000000000000		000000000000	R$	100000	R$	100000	29/06/2016	DI		Padrão - SND		-		100	0	 - 	 -		 - 	 - 		 - 	 -	 - 	2,35	252			27/07/2016	Útil	Exponencial		-				 - 	 -	0		 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ABC-BRASIL S/A	18495534000100	N	n	S
TBRA11    	TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS	 001	 001	 -	Excluído	BRTELBDBP018	SEP/GER/DCA - 88/011	01/12/1988			01/10/1988	01/10/1998	01/11/1995 - RESGATE TOTAL ANTECIPADO	01/11/1995	01/11/1994		 -	AGE	07/10/1988			Nominativa	Flutuante	Conversível	159734			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	296639	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	6% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	SLW CVC LTDA.		CITIBANK CCTVM S/A	00336701000104	N	n	
TBRA12    	TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS	 001	 002	 -	Excluído	BRTELBDBP034	SEP/GER/DCA - 89/010	21/11/1989			01/09/1989	01/09/1999	01/11/1995 - RESGATE TOTAL ANTECIPADO	01/11/1995	01/11/1994		 -	AGE	29/09/1989			Nominativa	Flutuante	Conversível	154454			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	2695,6	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	6% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	LECCA DTVM LTDA.		CITIBANK CCTVM S/A	00336701000104	N	n	
TBRA13    	TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS	 001	 003	 -	Excluído	BRTELBDBS012	DER/GER/DEB - 92/023	13/10/1992			01/09/1992	01/09/2004	02/09/1998 - CANCELAMENTO	02/09/1998	02/01/1998		 -	AGE	22/09/1992			Nominativa	Subordinada	Simples	103692			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	5000000	R$	0		ANBID	Integrante de Juros	Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	PENTAGONO S/A DTVM		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	00336701000104	N	n	
TBRA14    	TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS	 001	 004	 -	Excluído	BRTELBDBS020	SEP/GER/DEB - 93/030	03/09/1993			01/07/1993	01/07/2005	02/09/1998 - CANCELAMENTO	02/09/1998	06/05/1997		 -	AGE	12/08/1993			Nominativa	Flutuante	Simples	167100			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	100000000	R$	0		SEM-ÍNDICE		Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	APORTE DTVM LTDA.		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	00336701000104	N	n	
TBRA21    	TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS	 002	 001	 -	Excluído	BRTELBDBP026	SEP/GER/DCA - 88/011	01/12/1988			01/10/1988	01/10/1998	01/11/1995 - RESGATE TOTAL ANTECIPADO	01/11/1995	01/11/1994		 -	AGE	07/10/1988			Nominativa	Flutuante	Conversível	334166			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	296639	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0.6% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	SLW CVC LTDA.		CITIBANK CCTVM S/A	00336701000104	N	n	
TBUS12    	TUBARAO SANEAMENTO S.A.	 001	 002	 -	Registrado	BRTUBSDBS005	DISPENSA ICVM 476/09	30/01/2019			28/12/2018	28/12/2023		28/12/2023	31/01/2019	31/01/2019	 -	AGE	17/12/2018			Escritural	Quirografária	Simples	20000			000000000000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		2.0834	0001	MES	28/01/2020	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4	252	0001	MES	28/02/2019	Útil	Exponencial		-				 - 	 -	0		 -										SIMPLIFIC PAVARINI DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BANCO BOCOM BBM S.A.	15012434000189	N		S
TBUS22    	TUBARAO SANEAMENTO S.A.	 002	 002	 -	Registrado	BRTUBSDBS013	DISPENSA ICVM 476/09	30/01/2019			28/12/2018	28/12/2023		28/12/2023	31/01/2019	31/01/2019	 -	AGE	17/12/2018			Escritural	Quirografária	Simples	20000			000000000000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		2.0834	0001	MES	28/01/2020	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	4	252	0001	MES	28/02/2019	Útil	Exponencial		-				 - 	 -	0		 -										SIMPLIFIC PAVARINI DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BANCO BOCOM BBM S.A.	15012434000189	N		S
